bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year,real_price,predict_price
3,1.75,1370,8280,1.0,0,0,4,7,1370,0,1980,0,47.4096,-122.172,1850,7820,10,2014,222000.0,273511.7
2,2.25,1370,1248,2.0,0,0,3,7,1200,170,2000,0,47.6399,-122.32,1800,3360,4,2015,555000.0,578722.4
5,2.0,1900,5470,1.0,0,0,3,7,1180,720,1930,1965,47.6666,-122.303,1300,3250,7,2014,667000.0,698583.0
4,2.5,3070,7830,2.0,0,2,3,11,1970,1100,2009,0,47.593,-122.291,2440,4682,2,2015,1900000.0,1267466.1
3,2.5,1590,1937,2.5,0,0,3,8,1590,0,2004,0,47.5903,-122.388,1620,2022,8,2014,580000.0,547416.5
3,1.0,1122,6554,1.5,0,0,3,5,1122,0,1900,0,47.5135,-122.257,1610,5650,2,2015,265000.0,247781.66
4,3.5,3640,4983,2.0,0,3,3,9,2790,850,2014,0,47.5619,-122.027,3270,14700,2,2015,895900.0,1039308.4
3,2.25,2620,10659,1.0,0,0,3,7,1660,960,1976,0,47.7643,-122.273,1820,12071,11,2014,469000.0,445334.78
2,1.0,1100,7323,1.0,0,0,3,7,780,320,1982,0,47.2874,-122.37,1410,7227,11,2014,179950.0,204071.22
3,2.5,1620,7686,2.0,0,0,3,7,1620,0,1989,0,47.3613,-122.053,1370,7686,6,2014,246500.0,256783.53
4,1.75,1900,10297,1.0,0,0,4,8,1900,0,1966,0,47.5944,-122.155,2220,9612,9,2014,566000.0,660372.56
4,2.0,2090,10800,1.0,0,0,4,7,2090,0,1951,0,47.5759,-122.223,2090,10800,7,2014,659000.0,789092.25
3,1.75,1496,1423,2.0,0,0,3,8,1248,248,2006,0,47.715,-122.355,1460,1423,5,2015,370000.0,473906.84
2,1.75,1480,4000,1.0,0,0,4,6,740,740,1925,0,47.6916,-122.38,1060,4000,7,2014,409000.0,512434.56
3,2.25,1670,3135,2.0,0,0,3,8,1220,450,2002,0,47.6478,-122.396,1630,1596,2,2015,540000.0,594241.25
3,3.0,1380,1081,3.0,0,0,3,8,1380,0,2005,0,47.6692,-122.39,1390,1140,10,2014,473000.0,533669.0
3,2.5,2780,11964,2.0,0,0,3,9,2780,0,2009,0,47.7127,-122.216,1760,9640,5,2014,825500.0,879114.6
2,1.0,1750,60872,1.0,0,0,4,7,1180,570,1973,0,47.5946,-122.006,2480,5425,4,2015,650100.0,535050.75
2,2.25,1240,705,2.0,0,0,3,7,1150,90,2009,0,47.5321,-122.073,1240,750,4,2015,352499.0,328770.53
3,1.75,1790,6980,1.0,0,0,3,7,1330,460,1980,0,47.7311,-122.226,1770,8081,7,2014,402200.0,440473.0
2,1.75,1490,4800,1.0,0,0,4,7,750,740,1918,0,47.5496,-122.391,1400,6000,2,2015,467500.0,526551.25
3,2.0,3000,21883,2.0,0,0,3,7,1970,1030,1998,0,47.7599,-122.214,2280,14025,9,2014,490500.0,479636.94
5,4.0,4070,11334,2.0,0,0,3,10,4070,0,2014,0,47.6771,-122.187,2640,9401,2,2015,1454000.0,1802157.0
4,1.5,2320,5534,1.5,0,0,4,7,1540,780,1915,0,47.6944,-122.355,1670,5913,4,2015,475000.0,722104.9
3,2.5,1650,4218,2.0,0,0,3,8,1650,0,2000,0,47.5998,-122.016,1650,4559,10,2014,485000.0,496003.47
3,1.5,1200,2002,2.0,0,0,3,8,1200,0,1966,0,47.4659,-122.189,1270,1848,11,2014,140000.0,245042.03
4,3.25,3600,38016,2.0,0,2,3,11,3310,290,1991,0,47.7124,-122.253,2440,22693,10,2014,1415000.0,1332901.6
4,2.5,2840,9354,2.0,0,0,3,10,2840,0,1990,0,47.6274,-122.04,2540,10200,6,2014,650000.0,777329.6
4,2.5,2510,8580,2.0,0,0,4,8,2510,0,1991,2012,47.295,-122.37,2290,7809,8,2014,330000.0,543691.1
3,2.5,2920,434728,2.0,0,3,4,8,2920,0,1999,0,47.3809,-122.13,3150,55216,3,2015,859000.0,810021.4
3,1.0,1020,8610,1.0,0,0,5,7,1020,0,1959,0,47.4974,-122.169,1070,5940,7,2014,265000.0,253755.31
4,2.75,4030,10240,2.0,0,2,3,8,3310,720,1943,1994,47.7168,-122.365,2490,7680,12,2014,835000.0,977541.5
5,2.0,2300,7897,2.5,0,0,4,8,2300,0,1956,0,47.7556,-122.356,2030,7902,2,2015,500000.0,604458.1
4,2.5,2830,8399,2.0,0,0,3,9,2830,0,1998,0,47.5851,-122.034,2520,6890,10,2014,680000.0,739731.7
3,1.5,1360,1167,3.0,0,0,3,8,1360,0,2008,0,47.6962,-122.349,1360,1167,3,2015,370000.0,440130.16
3,2.5,1550,12920,2.0,0,0,5,7,1550,0,1999,0,47.6973,-122.194,2610,10800,5,2014,537000.0,586204.6
3,1.5,1430,11173,1.0,0,0,1,7,1430,0,1955,0,47.5734,-122.153,1520,11659,5,2015,380000.0,500947.9
2,1.0,800,4850,1.0,0,0,4,7,800,0,1944,0,47.6639,-122.364,1150,4365,5,2014,440000.0,475219.1
4,1.75,1550,6000,1.0,0,0,5,7,1550,0,1944,0,47.6567,-122.399,1550,6000,4,2015,557800.0,731609.0
5,3.5,4210,17258,2.0,0,3,3,12,4210,0,1995,0,47.553,-122.114,4630,17909,6,2014,1365000.0,1406498.8
4,2.75,2310,4020,3.0,0,0,5,8,2310,0,1979,0,47.6154,-122.291,2270,3750,7,2014,890000.0,992491.25
2,1.5,1110,957,2.0,0,0,3,8,930,180,2005,0,47.6319,-122.362,1680,1104,5,2014,499000.0,473288.97
4,2.25,1930,8338,1.0,0,0,3,8,1930,0,1968,0,47.7026,-122.285,2280,7616,3,2015,586000.0,662482.9
3,1.5,1200,7236,1.0,0,0,3,7,1200,0,1975,0,47.739,-122.194,1680,7800,2,2015,361000.0,367365.47
4,2.75,2520,8433,2.0,0,0,3,8,2520,0,2014,0,47.7214,-122.289,1890,7772,8,2014,689950.0,682308.4
4,2.5,3230,21781,2.0,0,0,3,9,3230,0,1993,0,47.6318,-122.01,3230,21780,7,2014,785000.0,781416.25
4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,47.562,-122.162,3160,9750,4,2015,2250000.0,1884020.8
3,1.0,1200,7000,2.0,0,0,1,7,1200,0,1908,0,47.5883,-122.384,3290,6000,9,2014,130000.0,528562.9
4,3.5,3780,20023,2.0,0,2,3,10,3780,0,2001,0,47.5491,-122.006,2150,3675,9,2014,970000.0,1052617.5
3,2.5,1860,415126,2.0,0,0,3,7,1860,0,2006,0,47.3974,-122.005,2070,54014,5,2015,472000.0,558228.1
4,2.25,1750,10160,1.0,0,0,3,8,1320,430,1972,0,47.5909,-122.158,2170,11165,4,2015,542500.0,599951.06
3,2.25,1870,5876,2.0,0,0,3,7,1870,0,1986,0,47.3779,-122.045,1670,6203,5,2015,335000.0,309315.4
4,3.5,4010,10880,2.0,0,3,4,11,3150,860,1990,0,47.5359,-122.213,3530,17310,4,2015,1387000.0,1684868.2
3,1.75,1240,8050,1.0,0,0,4,7,1240,0,1978,0,47.6108,-122.044,1370,9856,6,2014,347000.0,385939.22
3,1.5,1240,8738,1.0,0,0,3,7,1240,0,1959,0,47.5849,-122.17,1440,9344,11,2014,475000.0,550089.56
4,3.5,3840,4000,2.0,0,0,3,8,2640,1200,2001,0,47.6642,-122.291,1620,4000,2,2015,829900.0,1375818.5
3,2.5,2242,4800,2.0,0,0,3,8,2242,0,2013,0,47.2581,-122.2,2009,4800,5,2015,328000.0,358924.22
3,1.75,2680,8625,1.0,0,0,5,8,1590,1090,1974,0,47.5316,-122.056,2620,14275,7,2014,575000.0,699909.6
3,1.0,910,7194,1.0,0,0,4,7,910,0,1971,0,47.3337,-122.275,1530,7200,10,2014,182500.0,205320.73
4,2.5,2900,21074,2.0,0,0,3,11,2900,0,1986,0,47.6696,-122.416,3390,20000,10,2014,1337500.0,1295967.8
6,3.0,3560,4290,1.0,0,0,4,7,1780,1780,1957,0,47.5282,-122.269,3040,6000,5,2015,435000.0,698308.0
3,2.5,1620,7320,2.0,0,0,3,7,1620,0,1989,0,47.3617,-122.054,1550,7686,1,2015,276900.0,248834.86
2,1.0,1160,5038,1.0,0,0,5,7,740,420,1942,0,47.5304,-122.38,1160,5076,1,2015,425000.0,395803.34
3,2.25,1410,7740,1.0,0,0,5,6,1410,0,1923,0,47.523,-122.371,1220,7740,3,2015,490000.0,488849.28
4,3.5,4570,16219,2.0,0,0,3,11,4570,0,2002,0,47.5859,-121.968,4700,16500,4,2015,1098000.0,1265006.0
3,1.0,1250,8450,1.0,0,0,4,7,1250,0,1954,0,47.503,-122.364,1350,9300,9,2014,333000.0,368483.62
3,1.0,1370,56628,1.0,0,0,3,7,1370,0,1942,0,47.3058,-122.306,1768,8702,8,2014,229000.0,235144.2
3,1.75,1140,10400,1.0,0,0,4,7,1140,0,1983,0,47.2598,-122.311,1280,9800,7,2014,250000.0,204726.84
3,1.5,1260,1270,2.0,0,0,3,7,1040,220,2005,0,47.7111,-122.331,1260,1472,5,2014,245000.0,348397.72
5,2.5,3600,20001,2.0,0,0,4,9,3600,0,1976,0,47.4484,-122.339,2860,21780,2,2015,484000.0,649001.75
3,2.0,1590,10229,1.0,0,0,3,7,1590,0,1966,0,47.7239,-122.227,1320,10222,11,2014,395000.0,437271.47
2,1.0,940,5040,1.0,0,0,3,7,940,0,1926,0,47.5375,-122.374,940,5040,6,2014,212700.0,356511.84
3,2.5,2520,3750,2.0,0,1,4,9,2520,0,1995,0,47.5671,-122.404,2250,6200,4,2015,875000.0,847879.7
3,1.0,1020,5950,1.0,0,0,3,6,880,140,1950,0,47.5436,-122.357,1800,5950,4,2015,385000.0,323116.75
4,2.25,2050,8372,2.0,0,0,4,8,2050,0,1984,0,47.7234,-122.107,2010,8037,8,2014,595000.0,596634.5
3,1.0,1100,5100,2.0,0,0,4,7,1100,0,1900,0,47.679,-122.386,1540,5100,2,2015,400000.0,608189.06
4,2.5,3500,11306,2.0,0,2,3,9,3500,0,2005,0,47.5428,-121.861,3180,8028,3,2015,655000.0,750224.9
3,2.5,1750,6351,2.0,0,0,3,7,1750,0,2012,0,47.2589,-122.256,1398,6092,1,2015,250000.0,252807.55
4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0,47.6819,-122.271,1760,6300,3,2015,750000.0,673738.1
4,3.5,3380,8098,1.0,0,1,5,9,1690,1690,1952,0,47.6839,-122.19,1890,8400,9,2014,860000.0,982250.44
4,2.5,2660,5539,2.0,0,0,3,8,2660,0,2004,0,47.4981,-122.162,2380,5539,9,2014,423000.0,476768.6
3,2.25,1670,6414,1.0,0,0,4,8,1670,0,1961,0,47.6921,-122.386,2130,7035,3,2015,587100.0,758967.1
3,2.5,1720,99916,2.0,0,0,4,7,1720,0,1990,0,47.3391,-122.093,1340,73180,6,2014,365000.0,336897.7
4,2.75,3650,6982,2.0,0,2,4,9,2530,1120,1951,2003,47.6756,-122.275,3140,7894,5,2014,1210000.0,1388544.1
3,3.0,1520,4080,2.0,0,0,5,7,1520,0,1948,0,47.572,-122.29,1320,4080,2,2015,495000.0,486116.47
3,1.5,1200,7800,1.0,0,0,4,7,1200,0,1958,0,47.3137,-122.212,1390,8415,5,2015,195000.0,219895.72
6,1.5,2550,33740,1.0,0,0,4,8,1750,800,1958,0,47.3222,-122.362,2010,28200,6,2014,375900.0,371449.34
3,2.25,2090,10733,1.0,0,0,3,7,1440,650,1958,0,47.6971,-122.281,1740,8100,6,2014,491950.0,546751.4
5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,47.4935,-122.145,2520,5026,9,2014,562500.0,511047.88
4,1.75,1550,50094,1.0,0,3,4,6,1550,0,1967,0,47.2194,-122.059,1720,50094,8,2014,330000.0,299225.4
3,1.0,1050,7670,1.5,0,0,5,7,1050,0,1955,0,47.2046,-121.996,1220,7670,3,2015,235000.0,195232.72
3,2.25,1960,1585,2.0,0,0,3,7,1750,210,2003,0,47.5414,-122.288,1760,1958,7,2014,300000.0,341011.9
3,2.0,1440,5469,1.0,0,0,3,8,1440,0,1988,0,47.5753,-122.017,1980,6198,4,2015,350000.0,503420.75
3,2.5,2220,20531,2.0,0,0,3,8,2220,0,1998,0,47.2864,-122.264,2420,19249,7,2014,382450.0,333466.03
2,1.75,1400,2500,1.0,0,0,5,7,710,690,1916,0,47.5628,-122.391,1250,5700,10,2014,395000.0,553595.6
3,2.0,1440,4859,2.0,0,0,2,6,1440,0,1921,0,47.5503,-122.285,1360,4558,1,2015,509990.0,397228.7
5,2.75,2990,7420,2.0,0,0,3,8,2990,0,1996,0,47.4944,-122.162,2290,7678,6,2014,498500.0,478311.8
3,1.75,1480,8394,1.0,0,0,4,8,1480,0,1971,0,47.6634,-122.144,1920,9184,7,2014,450000.0,581493.1
3,2.5,3090,20785,2.0,0,0,4,10,3090,0,1991,0,47.5602,-122.03,3400,7566,12,2014,891500.0,833153.6
4,2.0,2560,7798,1.0,0,0,4,7,1890,670,1947,0,47.6914,-122.296,1330,7798,5,2014,640000.0,627226.75
4,2.5,2930,5000,2.0,0,0,3,9,2760,170,2007,0,47.5424,-122.12,3230,5778,7,2014,800000.0,860152.0
3,1.5,1150,13200,1.0,0,0,3,7,1150,0,1956,0,47.4752,-122.345,1220,13066,2,2015,252000.0,279932.66
4,2.0,2270,5760,2.0,0,0,4,8,2270,0,1909,0,47.5809,-122.39,1420,5760,11,2014,724950.0,866303.8
3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,47.3865,-122.217,1492,8924,1,2015,120000.0,194227.53
3,2.75,2640,11957,1.5,0,0,3,9,2260,380,1978,0,47.6491,-122.12,2640,12641,9,2014,698000.0,726602.6
4,2.5,3040,7200,2.0,0,0,3,9,3040,0,2008,0,47.7747,-122.366,2360,8245,1,2015,700000.0,792118.5
4,2.5,3000,7500,2.0,0,0,3,9,3000,0,1937,1994,47.6571,-122.277,2580,5000,6,2014,1688000.0,1458321.0
4,2.5,2040,8265,2.0,0,0,3,7,2040,0,1996,0,47.4973,-122.341,2160,8265,6,2014,355000.0,367891.34
2,1.0,940,5413,1.0,0,0,3,7,940,0,1923,0,47.6956,-122.304,1340,5296,1,2015,340500.0,417304.72
3,1.0,1250,8314,1.0,0,0,3,6,1250,0,1958,0,47.4522,-122.178,1188,7700,4,2015,144000.0,225306.25
3,2.25,1790,7125,1.0,0,0,3,7,1220,570,1974,0,47.7184,-122.226,2040,7950,9,2014,392000.0,447280.34
2,1.75,1270,1685,2.0,0,0,3,8,1270,0,2012,0,47.5646,-122.295,1270,1843,1,2015,335000.0,421976.4
3,1.0,1010,7245,1.0,0,0,3,7,1010,0,1969,0,47.3338,-122.306,1300,8236,6,2014,199950.0,191909.75
5,3.25,3950,11438,2.0,0,2,3,10,3430,520,2006,0,47.6898,-122.189,2070,10751,4,2015,1420000.0,1340314.4
1,1.0,720,6000,1.0,0,0,3,6,720,0,1940,0,47.5266,-122.316,1040,6000,6,2014,155000.0,200175.16
2,1.0,830,9000,1.0,0,0,3,6,830,0,1939,0,47.3813,-122.243,1160,7680,12,2014,235000.0,172175.23
3,2.5,2026,7611,2.0,0,0,3,8,2026,0,2010,0,47.3733,-122.162,2270,7611,5,2015,358000.0,356809.16
3,1.75,1970,7100,1.0,0,0,3,7,1590,380,1976,0,47.7353,-122.172,1790,7455,9,2014,408000.0,448291.4
3,1.0,880,9035,1.0,0,0,4,6,880,0,1967,0,47.476,-122.151,1440,10350,1,2015,230000.0,235509.94
4,3.5,2530,3000,2.0,0,0,3,8,1850,680,2014,0,47.4919,-122.336,1470,6000,8,2014,382000.0,414642.16
3,3.5,1360,1275,2.0,0,0,3,8,1240,120,2007,0,47.5904,-122.315,1360,1275,6,2014,397000.0,484177.22
3,1.5,1510,8000,1.0,0,0,4,7,1510,0,1956,0,47.5865,-122.135,1430,8000,6,2014,470000.0,464272.6
3,1.0,1480,7284,1.0,0,0,3,7,970,510,1963,0,47.7757,-122.353,2020,7920,6,2014,336500.0,382586.2
3,2.5,1360,7293,2.0,0,0,3,8,1360,0,1988,0,47.3304,-122.302,1540,7353,1,2015,248500.0,250444.03
3,2.25,1540,5338,1.0,0,0,5,7,770,770,1954,0,47.6942,-122.304,1680,6525,3,2015,539000.0,589490.25
4,1.0,1700,7689,1.0,0,0,3,7,1080,620,1977,0,47.6955,-122.116,1700,7333,9,2014,456000.0,424735.4
4,3.0,2390,7309,2.0,0,0,4,7,2390,0,1944,1981,47.294,-122.218,930,7308,12,2014,269950.0,308137.97
4,2.5,3020,7035,2.0,0,4,3,9,3020,0,2001,0,47.5344,-121.874,3020,6771,4,2015,715000.0,719506.25
3,1.0,1040,4000,1.0,0,0,3,7,1040,0,1950,0,47.6178,-122.292,1170,4000,5,2015,440000.0,552849.25
4,2.5,3630,42884,1.5,0,0,3,9,2300,1330,1979,0,47.2617,-122.19,2830,80148,5,2014,400000.0,460828.7
4,2.75,2920,6605,2.0,0,0,3,8,2920,0,2012,0,47.4909,-122.144,3030,6605,5,2014,625000.0,515391.16
3,2.0,1590,9912,2.0,0,0,3,8,1590,0,2000,0,47.3731,-122.43,1670,9912,6,2014,385000.0,313322.9
2,1.0,810,7980,1.0,0,0,1,6,810,0,1928,0,47.489,-122.337,1440,7980,5,2014,255000.0,186278.64
3,3.25,1370,913,2.0,0,0,3,8,1100,270,2006,0,47.5636,-122.388,1370,915,6,2014,390000.0,433426.34
4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,47.5194,-122.151,3690,11227,6,2014,1070000.0,1127837.5
3,1.0,1150,10000,1.0,0,0,3,6,1000,150,1951,0,47.5075,-122.262,1340,10000,11,2014,241000.0,225772.06
3,2.0,1840,4750,1.0,0,0,5,7,1010,830,1951,0,47.6862,-122.395,1760,5510,5,2014,730001.0,680365.4
3,1.75,1580,20588,1.0,0,0,3,8,1580,0,1970,0,47.706,-122.29,2080,7800,9,2014,625000.0,522297.47
4,2.5,3540,18168,2.0,0,0,3,10,3540,0,1996,0,47.5441,-122.131,4130,11180,12,2014,925000.0,1038930.25
4,2.5,2070,5415,2.0,0,0,3,8,2070,0,1996,0,47.5706,-122.006,2120,5331,6,2014,578000.0,576109.6
4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,47.4787,-122.23,1340,12300,3,2015,370000.0,313994.4
4,3.25,3310,8897,2.0,0,0,3,9,2380,930,1991,0,47.2655,-122.31,2490,8638,8,2014,429900.0,401224.53
3,2.0,2540,4750,1.5,0,0,5,9,1840,700,1930,0,47.6838,-122.4,2190,4750,6,2014,845000.0,1094449.2
4,2.75,3190,10970,2.0,0,0,3,10,3190,0,1994,0,47.5862,-122.029,2850,8416,6,2014,687500.0,826861.4
4,2.5,3250,48037,1.0,0,2,3,8,2030,1220,1985,0,47.6326,-122.07,2970,48037,2,2015,1050000.0,815116.75
3,1.0,1670,5200,1.0,0,0,5,7,1030,640,1977,0,47.3659,-122.092,1620,6696,1,2015,282000.0,253818.97
2,1.0,1620,3880,1.0,0,0,4,7,920,700,1924,0,47.6855,-122.391,1330,3880,11,2014,481000.0,557870.5
4,3.25,3410,34939,2.0,0,0,4,9,2470,940,1992,0,47.459,-122.003,2450,39045,4,2015,585000.0,642649.8
4,2.25,2710,22860,1.0,0,0,4,7,1850,860,1962,0,47.3207,-122.266,1700,22860,1,2015,359000.0,320339.4
4,2.5,2750,4800,2.0,0,0,3,9,1960,790,1905,2005,47.6709,-122.337,2400,5300,6,2014,1030000.0,1096838.1
3,2.25,1740,6650,1.0,0,0,3,7,1240,500,1978,0,47.2979,-122.379,1740,7000,4,2015,305000.0,258301.95
2,2.0,1070,649,2.0,0,0,3,9,720,350,2008,0,47.5213,-122.357,1070,928,3,2015,259950.0,354130.53
5,1.75,2510,6000,1.5,0,0,5,8,2010,500,1920,0,47.5798,-122.292,2240,5000,8,2014,860000.0,788415.2
4,2.25,2360,15860,1.0,0,0,3,9,2360,0,1977,0,47.6307,-122.051,2650,11798,1,2015,615000.0,668669.3
4,2.5,2820,39413,2.0,0,0,4,9,2820,0,1989,0,47.3064,-122.1,2910,39413,12,2014,465000.0,453652.12
4,3.75,3450,4940,2.0,0,0,3,10,2570,880,2006,0,47.692,-122.338,1880,5387,4,2015,990000.0,1288198.0
2,1.0,700,8174,1.0,0,0,3,5,700,0,1941,0,47.5136,-122.349,1250,8046,3,2015,175000.0,217001.03
2,1.0,1240,9900,1.0,0,0,3,7,940,300,1950,0,47.4862,-122.326,1050,9375,1,2015,170000.0,241607.56
3,2.5,1590,2910,2.0,0,0,3,7,1110,480,1984,0,47.6855,-122.321,1590,3880,12,2014,575000.0,499595.1
3,2.5,2440,71002,1.0,0,0,4,9,2440,0,1996,0,47.2689,-122.01,3170,84000,10,2014,431000.0,535492.56
2,1.0,1060,6000,1.0,0,0,4,5,1060,0,1908,0,47.3066,-122.223,940,6000,2,2015,111300.0,169035.7
8,5.0,2800,2580,2.0,0,0,3,8,1880,920,1997,0,47.6086,-122.303,1800,2580,12,2014,490000.0,735738.2
5,1.5,1750,12491,1.0,0,0,3,6,1390,360,1961,0,47.6995,-122.174,1560,12473,1,2015,465000.0,455738.2
2,1.0,650,5400,1.0,0,0,3,6,650,0,1950,0,47.6185,-122.295,1310,4906,6,2014,295000.0,429074.88
3,1.5,1230,3060,1.0,0,0,3,7,910,320,1927,0,47.667,-122.333,1260,4488,7,2014,625000.0,561231.25
3,2.25,1700,3333,1.5,0,0,3,7,1100,600,1924,0,47.6784,-122.361,1700,3750,6,2014,575000.0,617642.44
4,3.0,2483,5701,2.0,0,0,3,8,2483,0,2005,0,47.3623,-122.199,2075,5720,4,2015,331000.0,389957.22
4,2.75,3250,5600,2.0,0,0,3,8,3250,0,2011,0,47.4806,-122.125,2730,5667,12,2014,570000.0,607448.25
2,1.0,880,4558,1.0,0,0,3,7,880,0,1951,0,47.6803,-122.287,1370,5243,9,2014,415000.0,471443.4
2,1.0,750,5120,1.0,0,0,4,6,750,0,1941,0,47.5312,-122.375,930,7200,6,2014,300000.0,279495.03
6,8.0,12050,27600,2.5,0,3,4,13,8570,3480,1910,1987,47.6298,-122.323,3940,8800,10,2014,7700000.0,5252570.5
3,2.5,2460,108900,1.0,0,0,4,9,1860,600,1977,0,47.4824,-122.0,2870,102366,5,2014,600000.0,612229.25
3,2.5,1660,15000,1.0,0,0,4,7,1660,0,1970,0,47.5803,-122.05,2060,15015,9,2014,432000.0,527862.9
4,2.5,2280,8798,2.0,0,0,4,8,2280,0,1987,0,47.7471,-122.247,2180,8632,8,2014,520000.0,540498.5
3,2.5,1790,2700,2.0,0,0,3,8,1790,0,2010,0,47.564,-122.093,1890,3078,5,2014,509900.0,537545.25
3,3.5,2100,12384,2.0,0,0,3,9,2100,0,1980,0,47.4687,-122.263,2400,7776,5,2014,356000.0,405605.16
4,1.75,2260,17711,1.0,0,1,4,9,2260,0,1968,0,47.5498,-122.214,2880,16594,4,2015,980000.0,1090903.9
3,2.5,1980,39932,2.0,0,0,3,8,1980,0,1994,0,47.7433,-122.196,2610,12769,8,2014,442000.0,557691.6
3,2.0,1530,6773,1.0,0,0,4,8,1530,0,1984,0,47.6653,-122.194,2240,7201,8,2014,595000.0,745012.1
4,3.5,3190,6875,2.0,0,2,3,8,2120,1070,1999,0,47.7082,-122.221,2550,6875,10,2014,675000.0,865017.4
3,1.75,1560,10919,1.0,0,0,3,7,1560,0,1975,0,47.2917,-122.366,1730,10919,11,2014,236000.0,237498.95
2,1.5,2060,7713,1.5,0,0,4,7,2060,0,1930,0,47.3722,-122.185,1780,7713,2,2015,213500.0,292902.47
3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,0,47.5276,-122.359,1470,6784,5,2015,546940.0,400474.62
3,2.5,1420,1438,2.0,0,0,3,9,1280,140,2003,0,47.6265,-122.323,1490,1439,7,2014,670000.0,704293.4
3,1.75,1220,7004,1.0,0,0,5,7,1220,0,1966,0,47.4492,-122.157,1640,7210,7,2014,289900.0,281253.78
4,2.5,3140,7260,2.0,0,0,3,8,2200,940,2004,0,47.5664,-122.124,2860,8186,8,2014,744000.0,788289.5
4,2.5,2410,6440,1.0,0,0,3,8,1550,860,1974,0,47.7153,-122.191,2330,6938,1,2015,520000.0,567879.75
5,3.75,3090,7415,2.0,0,0,3,8,3090,0,2014,0,47.435,-122.329,2790,7425,6,2014,540500.0,524480.9
4,2.5,2640,3899,2.0,0,0,3,7,2640,0,2000,0,47.754,-122.217,2460,4057,11,2014,436000.0,511670.62
3,2.0,1700,11475,1.0,0,0,5,6,970,730,1945,0,47.4851,-122.338,1560,11475,6,2014,225000.0,323677.53
4,2.0,1650,6000,1.0,0,0,5,7,1000,650,1959,0,47.5834,-122.307,1540,6000,5,2014,445000.0,505845.12
4,2.0,1900,8160,1.0,0,0,3,7,1900,0,1975,0,47.2114,-121.986,1280,6532,3,2015,200000.0,259121.44
3,2.75,1990,9600,1.0,0,0,3,8,1530,460,1978,0,47.532,-122.05,2170,10400,4,2015,575000.0,545146.9
4,1.75,1690,10854,1.0,0,0,3,7,1690,0,1977,0,47.5241,-122.199,2390,7000,7,2014,371000.0,382771.16
2,1.0,790,7275,1.0,0,0,4,6,790,0,1944,0,47.4771,-122.174,850,7399,9,2014,150000.0,213853.95
3,2.5,1590,9736,2.0,0,0,3,7,1590,0,1985,0,47.33,-122.278,1580,7500,3,2015,285000.0,250165.45
3,2.0,2420,208652,1.5,0,0,3,8,2420,0,2005,0,47.3666,-121.978,3180,212137,7,2014,590000.0,553338.0
3,2.0,2250,8000,1.0,0,2,4,9,2250,0,1955,0,47.7077,-122.378,2880,10960,8,2014,998800.0,1026293.75
3,2.5,1840,5011,2.0,0,0,3,8,1840,0,2012,0,47.3555,-122.054,2000,4793,5,2014,317000.0,304521.22
3,3.0,3180,2758,2.0,0,2,3,11,2240,940,2008,0,47.6377,-122.342,2420,2758,2,2015,1325000.0,1359096.0
3,1.75,1360,13320,1.0,0,0,4,7,1360,0,1985,0,47.4625,-122.069,1580,13625,3,2015,329950.0,330908.78
3,2.25,1570,8111,2.0,0,0,3,8,1570,0,1984,0,47.6324,-122.028,1990,7875,2,2015,485000.0,462576.28
4,1.5,1830,6985,1.0,0,0,3,7,1080,750,1967,0,47.7494,-122.236,1650,9501,12,2014,424500.0,404927.4
5,4.5,2120,8944,2.0,1,4,5,8,2120,0,1939,1963,47.5488,-122.197,2870,8944,10,2014,1000000.0,2252430.2
3,2.25,2580,6000,2.0,0,0,3,8,1780,800,1925,0,47.5778,-122.289,2300,5995,2,2015,665000.0,738367.9
3,1.75,1300,7770,1.0,0,0,3,7,1300,0,1967,0,47.7347,-122.192,1520,7600,7,2014,360000.0,386655.53
3,1.0,1280,3900,1.0,0,0,4,7,1280,0,1921,0,47.6545,-122.336,2020,4560,3,2015,738000.0,698176.1
4,3.0,2230,52983,2.0,0,0,3,8,2230,0,1991,0,47.3577,-122.195,2060,8755,5,2014,460000.0,369214.25
3,1.75,1620,5000,1.0,0,0,3,7,920,700,1954,0,47.681,-122.372,1610,5000,7,2014,514000.0,586430.6
5,3.5,3990,5000,2.0,0,0,3,8,2910,1080,2004,0,47.54,-122.27,1310,5000,3,2015,740000.0,679689.0
4,2.5,3140,12792,2.0,0,0,4,9,3140,0,1977,0,47.3863,-122.156,2510,12792,10,2014,400000.0,455544.03
3,1.75,1390,7904,1.0,0,0,3,7,1390,0,1985,0,47.4892,-122.181,1910,7904,3,2015,406000.0,311903.47
3,2.25,1510,6071,1.0,0,0,4,7,1150,360,1985,0,47.3619,-122.077,1510,7271,12,2014,265000.0,263611.22
4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,47.3135,-122.369,1980,7875,8,2014,320000.0,299114.28
